ID;BAIRRO;TIPO;RUA;NUMERO;PRECO;R$/m2;DESC;CEP;latitude;longitude
2673631523;Botafogo;COMMERCIAL_BUILDING;Rua Martins Ferreira;;3500000,00;4710,63;A R,Jardim Imoveis vende predio com 743m2 de area construida no bairro de Botafogo, proximo a Cobal do Humaita, na Zona Sul do Rio de Janeiro,RJ!Excelente localizacao, 5 andares, 21 salas, 14 banheiros, 1 cozinha, e terraco!743m2 de area construida, Predio possui elevador !Predio com estrutura para clinica, escola ou ate mesmo hotel, Necessario Obras,Financiamento e conosco, saiba em minutos qual o banco tem a melhor taxa para voce! A R,Jardim Imoveis e especializada em venda, locacao e administracao de imoveis, Temos outras opcoes no Leblon, Ipanema, Botafogo, Lagoa, Flamengo, Leme, Copacabana e etc, Venha nos fazer uma visita, temos os mais capacitados corretores do mercado, avaliamos e anunciamos o seu imovel gratuitamente, -Cod:PR0040 -Rev,27Fev;22271010;-22,95359;-43,195163
2551153945;Botafogo;COMMERCIAL_PROPERTY;Rua General Polidoro;;4500000,00;4736,84;Predio inteiro para venda ou locacao! O imovel possui aproximadamente 950m2, e dividido em 5 pavimentos, cada um com aproximadamente 190m2, sendo 1 deles o terraco, possui uma cozinha com amplo refeitorio, 4 banheiros (1 em cada pavimento interno), escadas de acesso, amplas janelas em todos os pavimentos! A localizacao vai te favorecer, pois fica ha 5min a pe a estacao de metro de Botafogo, proximo a Rua Sao Clemente, ao Botafogo Praia Shopping e a Praia de Botafogo! *Valores de IPTU, Condominio e Taxa de Incendio sujeitos a alteracoes  Gostou?! Nao perca esta oportunidade, entre em contato e agende uma visita conosco!;22280004;-22,956505;-43,186665
2660451405;Botafogo;HOME;Rua Bambina;;1390000,00;4760,27;Lopes Vende, casa,sobrado, 292m2,com dois pavimentos, primeiro pavimento com ampla area de circulacao!! Òtima localizacao, proximo ao supermercado zona sul, 10 minutos do metro, e proximo a praia de Botafogo ,e delegacia varios comercios ao entorno. Ideal para o uso de : Laboratorios, Clinicas, Cursos, Colegios e Escritorios! Agende sua Visita!!;22251050;-22,944307;-43,185436
2548779672;Botafogo;HOME;Rua Jagua;;3000000,00;4769,48;Alianca Viva vende: Oportunidade unica!!!Excelente casa em Botafogo, sao 629 m2:1 primeiro Andar: Sala de estar ampla e arejada com vista para o Cristo, jardim de inverno, escritorio espacoso,sala de jantar ampla e arejada, cozinha espacosa com armarios embutidos, area de servico, adega gigante e lavabo,2 segundo Andar: Cinco quartos amplos e arejados sendo uma suite, dois banheiros sociais,tres dependencias de empregadas, banheiro e jardim de inverno, 3 terceiro Andar: Suite Master com dois closet, banheiro com box de blindex, banheira e jardim de inverno, biblioteca e piscina,Agende ja sua visita e venha morar no Botafogo, O bairro de Botafogo e conhecido pela enseada de Botafogo, com os morros do Pao de Acucar e da Urca, e o Aterro do Flamengo ao fundo, Na Rua Voluntarios da Patria e nas suas imediacoes, esta o principal centro comercial da regiao, com inumeras lojas, agencias bancarias, edificios comerciais, cinemas, teatros, restaurantes, mercados, padarias, bares, boates, casas de shows, museus, consulados, farmacias, clinicas, hospitais e algumas preservadas mansoes dos seculos passados, alem de sedes escritorios de grandes empresas, O bairro oferece uma estacao de metro, e muitas linhas de onibus municipais e intermunicipais, O quadrilatero entre as ruas Sao Clemente, Voluntarios da Patria, Sorocaba e Guilhermina Guinle, e a area ao redor das ruas Eduardo Guinle, Barao de Lucena, Assuncao, Ministro Raul Fernandes e Marques de Olinda, formam a area mais nobre e valorizada do bairro, muito arborizada e de perfil mais residencial, com bons servicos e imoveis de alto padrao, alem de possuir tres shopping centers: Shopping Rio Sul, Botafogo Praia Shopping e Casa e Gourmet Shopping, Algumas das principais vias do bairro sao: Praia de Botafogo, Avenida Lauro Sodre, Avenida Pasteur, Avenida Venceslau Bras, Rua alvaro Ramos, Rua General Polidoro, Rua Mena Barreto, Rua Muniz Barreto, Rua da Passagem, Rua Real Grandeza, Rua Sao Clemente, Rua Visconde Silva e Rua Voluntarios da Patria, dentre outras, Acesse agora mais ofertas no site da Alianca Viva Imoveis, O valor do imovel podera ser alterado sem aviso previo,Acesse agora mais ofertas no site da Alianca Viva Imoveis, O valor do imovel podera ser alterado sem aviso previo,Horarios flexiveis durante toda a semana e finais de semana,Alianca Viva - Especialistas em Negociacoes Imobiliarias no Rio de Janeiro, ee984;22251010;-22,941217;-43,186705
2550434479;Botafogo;SHED_DEPOSIT_WAREHOUSE;Rua Sorocaba;;4215000,00;4789,77;Predio Comercial Inteiro, com 880 m2, em rua nobre de Botafogo, atualmente adaptado para funcionamento de Clinicas,  Em localizacao privilegiada, predio com 880 m2 em 4 pavimentos, possuindo o ultimo andar, uma excelente area livre,  1 primeiro pavimento: recepcao, circulacao, sala da coordenacao, ginasio de fisioterapia, centro de estudos, sala de estetica, sala de RPG, copa-cozinha, 04 conjuntos sanitarios ( sendo dois com instalacao para deficientes fisicos) sistema de ar condicionado central, 1 elevador - cameras CFTV, extintores incendio,   2 segundo pavimento: 06 salas de fonoaudiologia, sala de exame, sala da coordenacao, centro de estudos, salas de arquivo, sala de atendimento, sala de audiometria, sala de material didatico, copa-cozinha, 4 conjuntos de sanitarios, sistema de ar condicionado central,  3 terceiro pavimento: 7 salas de psicologia, circulacao, sala da coordenacao, sala da administracao, centro de estudos, sala de material didatico, deposito, copa-cozinha, 4 conjuntos de sanitarios, sistema de ar condicionado central,   4 quarto pavimento: Cobertura, copa-cozinha, sanitarios, vestiarios e depositos,  O imovel possui um elevador , 3 ar condicionados centrais (novos) marca Hitachi, diversos moveis e extintores,  Licenca para as Atividades: , Clinica Medica , Ambulatorial , Fisioterapia , Psicologia e Psicanalise , Fonoaudiologia  Entre em contato conosco e tenha um atendimento profissional e personalizado;22271110;-22,953633;-43,189675
2689713669;Botafogo;CONDOMINIUM;Travessa Pepe;;1700000,00;4802,26;Espacosa casa de 2 pavimentos, localizada em uma regiao privilegiada e de grande valorizacao, Ampla recepcao com area de estar acolhedora e moderna, 4 quartos confortaveis e bem iluminados, ideais para familias ou investimento para aluguel, 3 salas espacosas, proporcionando um ambiente versatil para receber visitas, montar escritorio ou area de entretenimento, Cozinha equipada, permitindo o preparo de deliciosas refeicoes, 2 banheiros completos, Oportunidade de Investimento: Este imovel apresenta um grande potencial de investimento! Com a possibilidade de construir um predio de ate 4 andares, voce pode aproveitar o espaco e explorar a demanda por apartamentos na regiao, Destaques do Investimento: Valorizacao imobiliaria: A localizacao estrategica e a possibilidade de construcao de um predio trarao valorizacao continua ao imovel, Rendimento Mensal: Caso decida alugar os apartamentos, voce podera obter uma renda mensal estavel e atrativa, Diversificacao de Investimento: Imoveis sao uma otima maneira de diversificar o portfolio e garantir maior seguranca financeira, Localizacao: A casa esta situada em um bairro tranquilo e seguro, proximo a comercios, escolas e vias de acesso importantes, A regiao atrai cada vez mais moradores e investidores, tornando-a uma excelente escolha para quem busca uma oportunidade de investimento solida e rentavel, Agende ja sua visita e venha se encantar! Os valores estao sujeitos a alteracoes sem previo aviso, -Cod:10385 -Rev,27Fev;22290020;-22,953738;-43,182093
2692456971;Jardim Botanico;RESIDENTIAL_ALLOTMENT_LAND;Rua Caio de Melo Franco;;2000000,00;15,04;Terreno em otima localizacao, cercado de verde e vista panoramica para a Lagoa, Praia de Ipanema e Cristo!;22461190;-22,957397;-43,20636
2650311055;Botafogo;VILLAGE_HOUSE;Rua Sao Clemente;;1580000,00;4952,98;DNA VENDE   Oportunidade em Botafogo, uma das melhores ruas da regiao, oferece uma casa de vila medindo aproximadamente 319m2, dividida em 2 pavimentos, 1 Pavimento: 3 quartos, 2 salas amplas, banheiro social, cozinha e area de servico com banheiro, 2 Pavimento: 2 quartos amplos, sala dois ambientes, banheiro social, cozinha com armarios, area de servico e area externa ampla, uma extensa area aberta com vista Cristo, com possibilidade para area gourmet completa,   Agende ja sua visita e venha morar no Botafogo, O bairro de Botafogo e conhecido pela enseada de Botafogo, com os morros do Pao de Acucar e da Urca, e o Aterro do Flamengo ao fundo, Na Rua Voluntarios da Patria e nas suas imediacoes, esta o principal centro comercial da regiao, com inumeras lojas, agencias bancarias, edificios comerciais, cinemas, teatros, restaurantes, mercados, padarias, bares, boates, casas de shows, museus, consulados, farmacias, clinicas, hospitais e algumas preservadas mansoes dos seculos passados, alem de sedes,escritorios de grandes empresas, O bairro oferece uma estacao de metro, e muitas linhas de onibus municipais e intermunicipais, O quadrilatero entre as ruas Sao Clemente, Voluntarios da Patria, Sorocaba e Guilhermina Guinle, e a area ao redor das ruas Eduardo Guinle, Barao de Lucena, Assuncao, Ministro Raul Fernandes e Marques de Olinda, formam a area mais nobre e valorizada do bairro, muito arborizada e de perfil mais residencial, com bons servicos e imoveis de alto padrao, alem de possuir tres shopping centers: Shopping Rio Sul, Botafogo Praia Shopping e Casa e Gourmet Shopping, Algumas das principais vias do bairro sao: Praia de Botafogo, Avenida Lauro Sodre, Avenida Pasteur, Avenida Venceslau Bras, Rua alvaro Ramos, Rua General Polidoro, Rua Mena Barreto, Rua Muniz Barreto, Rua da Passagem, Rua Real Grandeza, Rua Sao Clemente, Rua Visconde Silva e Rua Voluntarios da Patria, dentre outras, Acesse agora mais ofertas no site da DNA Imoveis , O valor do imovel podera ser alterado sem aviso previo,   Acesse agora mais ofertas no site da DNA Imoveis , O valor do imovel podera ser alterado sem aviso previo, Horarios flexiveis durante toda a semana e finais de semana, DNA Imoveis - Especialistas em Negociacoes Imobiliarias no Rio de Janeiro, Valores e Formas de Pagamento -Cod:NBCV50016 -Rev,27Fev;22260002;-22,94973;-43,189767
2626510064;Botafogo;OFFICE;Rua Bambina;;500000,00;5000,00;Localizado em um dos melhores centro medico de Botafogo, Fica no Centro Medico Bambina, Sala comercial composta por 6 ambientes, sendo 4 salas, uma antessala com espaco ideal para ser usado com recepcao, dois banheiros grandes e uma copa-cozinha, Imovel todo arejado, janelas grandes e modernas, pe direito alto, corredores grandes, uma vaga na escritura, O edificio conta com sistema de seguranca, portaria 24h, espaco para ambulancias, parte do edificio funciona uma parte de atendimento do hospital Rio Laranjeiras, -Cod:NBSL00198 -Rev,27Fev;22251050;-22,946388;-43,185678
2643152108;Botafogo;BUSINESS;Rua General Polidoro;83;7500000,00;5000,00;Loja em Botafogo, para alugar, Rua General Polidoro,   Oportunidade! Belissima loja em Botafogo, Oportunidade para privilegiados, Sofisticacao Propria, 1500 m2,Deslumbra da seguinte forma:   Loja composta de 02 pisos com 750m2 cada andar, terreo e sobrado, Funciona academia Crossfit, 2 banheiros e varios ambientes,   Marque visitas com nossos especialistas, A R,SoareS esta consolidada em seis filiais de bairros com grande relevancia (Barra da Tijuca, Vila Valqueire, Vila Isabel, Copacabana, Tijuca e Botafogo) com lojas projetadas para melhor atender aos clientes e parceiros de negocios, @rsoaresimobiliaria -Cod:LDLJ00048 -Rev,27Fev;22280004;-22,954091;-43,183608
2608352975;Botafogo;OFFICE;Rua Bambina;;500000,00;5000,00;Localizado em um dos melhores centro medico de Botafogo, Fica no Centro Medico Bambina, Sala comercial composta por 6 ambientes, sendo 4 salas, uma antessala com espaco ideal para ser usado com recepcao, dois banheiros grandes e uma copa-cozinha, Imovel todo arejado, janelas grandes e modernas, pe direito alto, corredores grandes, uma vaga na escritura, O edificio conta com sistema de seguranca, portaria 24h, espaco para ambulancias, parte do edificio funciona uma parte de atendimento do hospital Rio Laranjeiras, -Cod:NBSL00395 -Rev,27Fev;22251050;-22,946388;-43,185678
2688146045;Botafogo;APARTMENT;Rua Clarice indio do Brasil;;420000,00;5000,00;Garanti2693424798a de Investimento Seguro e Rentavel  Leilao Judicial e Extrajudicial  Valor inicial: R$ 420,000,00 Valor de Avaliacao: R$ 840,000,00 Pagamento: a vista ou com parcelamento, faca uma consulta conosco,   Descricao do Imovel: Apartamento na Rua Clarisse indio do Brasil, Botafogo, Rio de Janeiro-RJ, 84m2,  otima localizacao, proximo ao amplo comercio da regiao e a transportes publicos,  Somos uma assessoria juridica especializada em leiloes imobiliarios, Cuidamos de todos os servicos judiciais e extrajudiciais para que o imovel esteja em seu nome, sem qualquer pendencia, pronto para morar, alugar e,ou vender,  Pelo fato da unidade ser proveniente de leilao nao possuimos imagens internas do mesmo, Assim, todos os dados apresentados foram extraidos do edital e de modo complementar, em pesquisa de mercado realizada por similaridade de enderecos em sites imobiliarios,  Por conta do cumprimento de requisitos exigidos pelos portais imobiliarios, informamos que poderao existir divergencia em relacao as caracteristicas reais dos imoveis em questao,  Entre em contato conosco: *55 , Site: www,orbgroup,com,br Av, Joao Cabral de Mello Neto numero 850, sala 821 e 822, CEO Corporate, Barra da Tijuca, Rio de Janeiro - RJ;22230090;-22,939888;-43,179359
2636779756;Botafogo;APARTMENT;Rua Dona Mariana;;1000000,00;5050,51;Duvalle Imobiliaria vende amplo apartamento de 04 quartos bem localizado em Botafogo, Composto por uma sala muito espacosa dividida em dois ambientes, piso em taco, ventiladores de teto, varias janelas grandes proporcionando uma otima iluminacao natural, 1 quarto transformado em escritorio com piso laminado, estante em madeira criando uma otima opcao para home office, quarto de estudos ou biblioteca, Outros 2 quartos com piso em taco, ventilador de teto e grandes armarios embutidos,  Conta ainda com um quarto grande e ventilado,  Dois banheiros sociais muito bons, com box em blindex e pia em marmore ( sendo um com banheira ),  Maravilhosa copa-cozinha com armarios planejados, piso em porcelanato fosco e azulejos retro,  area de servico unica, muito grande, charmosa com entrada independente, quarto e banheiro de empregada,   Sao 198 metros quadrados muito bem distribuidos,  Agende uma visita!!;22280020;-22,95326;-43,188488
2636674878;Botafogo;BUSINESS;Rua Anibal Reis;;240000,00;5106,38;Alianca Viva vende: Loja de 47m2 composto de: 01 ambiente amplo e 01 banheiro social, Loja de rua, clara, arejada e vista livre, Documentacao cristalina, O espaco pode ter varias funcoes como: oficina mecanica, conveniencia, mercadinho, entre outros,Agende ja sua visita e venha morar no Botafogo, O bairro de Botafogo e conhecido pela enseada de Botafogo, com os morros do Pao de Acucar e da Urca, e o Aterro do Flamengo ao fundo, Na Rua Voluntarios da Patria e nas suas imediacoes, esta o principal centro comercial da regiao, com inumeras lojas, agencias bancarias, edificios comerciais, cinemas, teatros, restaurantes, mercados, padarias, bares, boates, casas de shows, museus, consulados, farmacias, clinicas, hospitais e algumas preservadas mansoes dos seculos passados, alem de sedes,escritorios de grandes empresas, O bairro oferece uma estacao de metro, e muitas linhas de onibus municipais e intermunicipais, O quadrilatero entre as ruas Sao Clemente, Voluntarios da Patria, Sorocaba e Guilhermina Guinle, e a area ao redor das ruas Eduardo Guinle, Barao de Lucena, Assuncao, Ministro Raul Fernandes e Marques de Olinda, formam a area mais nobre e valorizada do bairro, muito arborizada e de perfil mais residencial, com bons servicos e imoveis de alto padrao, alem de possuir tres shopping centers: Shopping Rio Sul, Botafogo Praia Shopping e Casa e Gourmet Shopping, Algumas das principais vias do bairro sao: Praia de Botafogo, Avenida Lauro Sodre, Avenida Pasteur, Avenida Venceslau Bras, Rua alvaro Ramos, Rua General Polidoro, Rua Mena Barreto, Rua Muniz Barreto, Rua da Passagem, Rua Real Grandeza, Rua Sao Clemente, Rua Visconde Silva e Rua Voluntarios da Patria, dentre outras, Acesse agora mais ofertas no site da Alianca Viva Imoveis, O valor do imovel podera ser alterado sem aviso previo, Acesse agora mais ofertas no site da Alianca Viva Imoveis, O valor do imovel podera ser alterado sem aviso previo, Horarios flexiveis durante toda a semana e finais de semana, Alianca Viva - Especialistas em Negociacoes Imobiliarias no Rio de Janeiro;22281110;-22,959295;-43,191598
2660787810;Botafogo;OFFICE;Rua Voluntarios da Patria;;700000,00;5109,49;Sala Comercial a venda em Botafogo com 137 m2, repleto de divisao com dois banheiros, e ar condicionados, O valor do imovel podera ser alterado sem aviso previo, conforme orientacao do proprietario, 4134c;22270010;-22,953648;-43,190682
2693424798;Sao Conrado;RESIDENTIAL_ALLOTMENT_LAND;Estrada do Joa;100;3999400,00;22,64;Lote a venda em Estrada do Joa - Sao Conrado - Rio de Janeiro,RJ  OPORTUNIDADE DE INVESTIMENTO! Excelente ponto diferenciado para construir uma Pousada, Restaurante, Retiro para Idoso , mansao e etc? otimo terreno com casa na Estrada do Joa com vista para praia de Sao Conrado e Pedra da Gavea, local privilegiado e altamente rentavel para investitores com alto potencial de investimento, area do terreno 1,766,79 m2 (Terreno) com uma casa de 4 quartos podendo ser reformada ou derrubada,  e um excelente imovel nesta localizacao, 176679m2 em Rio de Janeiro, Sao Conrado,  O Lote tem as caracteristicas:  - Frente mar - Proximo a praia - Rua silenciosa - Sol da manha - Sol da tarde - Vaga de visitante - Vista livre - Vista mar  Eu tenho bastante conhecimento neste bairro Sao Conrado e terei o maior prazer em te ajudar na escolha da melhor opcao,  Tambem posso te ajudar no processo de financiamento  Venha conhecer o bairro Sao Conrado, localizado na cidade maravilhosa do Rio de Janeiro!  Sao Conrado e um bairro que oferece aos seus visitantes e moradores uma grande variedade de atracoes, e possivel encontrar desde praias paradisiacas, como a Praia do Pepe, ate grandes parques, como o Parque Natural Municipal da Pedra da Gavea, Alem disso, o bairro tambem conta com diversos restaurantes, bares e lojas,  A historia do bairro Sao Conrado e rica e interessante, O bairro foi fundado em 1711, quando o Padre Jose de Anchieta construiu um convento na regiao, A partir dai, o bairro foi crescendo e se tornando cada vez mais importante para a cidade, Hoje em dia, Sao Conrado e um dos bairros mais procurados para se viver e visitar,  Venha conhecer o bairro Sao Conrado e desfrutar de todas as suas belezas naturais, culturais e gastronomicas, Aqui voce tera a oportunidade de desfrutar de um lugar unico, com uma historia rica e cheia de encantos, Nao perca essa oportunidade!  Ligue agora para e agende uma visita com um especialista em imoveis NEWCORE!  A NEWCORE possui diversas equipes especializadas em varias regioes do Brasil, com corretores experientes e capacitados que te ajudarao a encontrar o imovel dos seus sonhos Anuncio do corretor de imoveis Maria Nair De Araujo Rangel CRECI: 60104;22610142;-22,99836;-43,269971
2664215930;Botafogo;COMMERCIAL_PROPERTY;Rua Sorocaba;;4125000,00;5156,25;Privilegio Imoveis vende! Excelente edificio comercial 1 primeiro disponivel para venda na Privilegio Imoveis, pavimento: recepcao, circulacao, sala da coordenacao, ginasio de fisioterapia, centro de estudos, sala de estetica, sala de RPG, copa cozinha, 4 conjuntos de sanitarios (sendo 2 com instalacoes para deficientes fisicos) e casa de maquinas do sistema de ar condicionado central, 2 segundo pavimento: 6 salas de fonoaudiologia, circulacao, sala de exame, sala da coordenacao, centro de estudos, 2 salas de arquivo, sala de atendimento, sala de audiometria, sala de material didatico, copa cozinha, 4 conjuntos de sanitarios (sendo 2 com instalacoes para deficientes fisicos) e casa de maquinas do sistema de ar condicionado central, 3 terceiro pavimento: 7 salas de psicologia, circulacao, sala da coordenacao, sala da administracao, centro de estudos, 2 salas de arquivo, sala de material didatico, deposito, copa-cozinha, 4 conjuntos de sanitarios(sendo 2 com instalacoes para deficientes fisicos) e casa de maquinas do sistema de ar condicionado central, 4 quarto pavimento: cobertura, copa-cozinha, 2 sanitarios, 2 vestiarios (masculino e feminino), 3 depositos e terraco descoberto, Caracteristicas construtivas Estrutura: concreto armado, Fechamentos: alvenaria Fachada: revestida com granito polido, alternando-se com porta e fechamentos em vidro temperado na cor fume Escadas: 02, estruturadas em concreto, com degraus revestidos com material ceramico e,ou ardosia, ligando todos os niveis da construcao, Equipamentos Elevador: 01, com capacidade para 03 passageiros ou 210kg de carga Climatizacao: 3 Ar condicionados Centrais (novos) Marca: Hitachi Extintores Incendio: portateis, Os valores poderao ser alterados sem aviso previo;22271110;-22,953633;-43,189675
2689615822;Botafogo;APARTMENT;Rua Real Grandeza;;7200000,00;5179,86;Vendo predio comercial em Botafogo, Atualmente funciona um hotel, Composto por 32 suites com 1500 m2 de area construida, Restaurante e lavanderia, Estuda permuta, Fica na Real Grandeza, proximo da Voluntarios da Patria,  *OS VALORES REFERENTES a TAXAS E IMPOSTOS PODERaO SOFRER VARIAcoES SEM AVISO PReVIO, COM RELAcaO AO VALOR DO CONDOMiNIO, NaO ESTaO INCLUiDAS AS DESPESAS REFERENTES AO CONSUMO DE aGUA, LUZ E GaS;22281034;-22,956316;-43,192099
2671668293;Botafogo;OFFICE;Rua Bambina;83;520000,00;5200,00;CONJUNTO DE DUAS SALAS COPA,COZINHA COM DUAS VAGAS DE GARAGEM E DOIS BANHEIROS  Acesso para deficientes, ar-condicionado, armario embutido, movel planejado, gesso - sanca - teto rebaixado, Cozinha grande, piso laminado, piso laminado, sala grande, otima localizacao, proximo ao metro, transporte e comercio, 100m2, Otima oportunidade!  Ligue e agende sua visita!  Atencao: Os precos e taxas podem sofrer alteracoes sem aviso previo, As mobilias nao estao incluidas, exceto para imoveis que possuem informacao especifica que sao mobiliados, Considerando a rotatividade dos imoveis e possivel que existam imoveis no site que ja tenham sido vendidos ou alugados;22251050;-22,946341;-43,185494
2646794102;Botafogo;OFFICE;Rua da Passagem;;230000,00;5227,27;APSA VENDE - Grupo comercial subdividido em 03 salas interligadas, com uma copa e dois banheiros, em otimo estado de conservacao na Rua da Passagem juntinho ao Shopping Rio Sul, Documentacao definitiva, ideal para seu consultorio medico, clinica, escritorio, etc, Chaves com a APSA, agende sua visita com um de nossos consultores, -Cod:TJSL00659 -Rev,27Fev;22290030;-22,953336;-43,181644
2660050831;Botafogo;APARTMENT;Rua Dona Mariana;;1050000,00;5250,00;Apartamento de 4 quartos a venda em Botafogo! Localizado no coracao do bairro, em rua requisitada ,valorizada e arborizada, a 5 minutos da estacao de metro de (Botafogo) e com toda conveniencia de servicos no entorno, como bancos, restaurantes, supermercados etc, Apartamento amplo de 200m2, composto por ampla sala em 2 ambientes, varanda interna , 1 lavabo, original 4 quartos, atualmente com 3 (sendo 01 transformado em escritorio), 1 banheiro social ,ampla copa cozinha e dependencia completa com area de servico,(Obs) Estacionamento em frente ao predio ,caso necessite, Avaliamos seu imovel, **O valor do imovel esta sujeito a mudanca sem aviso previo, conforme a solicitacao do proprietario,** c8e85;22280020;-22,95326;-43,188488
2662928757;Botafogo;APARTMENT;Rua Muniz Barreto;;895000,00;5295,86;Real UP Vende: Apartamento com 3 quartos, sendo 1 suite, sala em dois ambientes, 2 banheiros, cozinha com armarios, dependencia completa, 1 vaga de garagem,   Mais sobre Botafogo - Tem como ponto principal a baia em forma de meia-lua e a praia, ambas com o mesmo nome do bairro e vista para o Pao de Acucar, Fora da orla, os arranha-ceus cedem espaco para ruas arborizadas com cinemas, bistros inovadores e shopping centers, alem de refugios modernos com bares descolados e casas noturnas alternativas, O Museu do indio, situado em uma casa do seculo 19 com jardins, exibe artefatos indigenas, Nas proximidades, e possivel ter uma vista panoramica da cidade no alto do Morro Dona Marta,  Ligue e agende sua visita!  Atencao: Os precos e taxas podem sofrer alteracoes sem aviso previo, As mobilias nao estao incluidas, exceto para imoveis que possuem informacao especifica que sao mobiliados, Considerando a rotatividade dos imoveis e possivel que existam imoveis no site que ja tenham sido vendidos ou alugados;22251090;-22,943221;-43,183079
2692561662;Botafogo;APARTMENT;Rua Jupira;;530000,00;5300,00;DNA IMoVEIS VENDE   APARTAMENTO COMPOSTO DE 3 QUARTOS COM DEPENDeNCIA COMPLETA   aREA EXTERNA COM PISCINA E VAGA NA ESCRITURA   PRoXIMO DE TODO COMeRCIO, ESCOLA, METRo,   AGENDE Ja SUA VISITA   Agende ja sua visita e venha morar em Botafogo , O bairro de Botafogo e conhecido pela enseada de Botafogo, com os morros do Pao de Acucar e da Urca, e o Aterro do Flamengo ao fundo, Na Rua Voluntarios da Patria e nas suas imediacoes, esta o principal centro comercial da regiao, com inumeras lojas, agencias bancarias, edificios comerciais, cinemas, teatros, restaurantes, mercados, padarias, bares, boates, casas de shows, museus, consulados, farmacias, clinicas, hospitais e algumas preservadas mansoes dos seculos passados, alem de sedes,escritorios de grandes empresas,O bairro oferece uma estacao de metro, e muitas linhas de onibus municipais e intermunicipais, O quadrilatero entre as ruas Sao Clemente, Voluntarios da Patria, Sorocaba e Guilhermina Guinle, e a area ao redor das ruas Eduardo Guinle, Barao de Lucena, Assuncao, Ministro Raul Fernandes e Marques de Olinda, formam a area mais nobre e valorizada do bairro, muito arborizada e de perfil mais residencial, com bons servicos e imoveis de alto padrao, alem de possuir tres shopping centers: Shopping Rio Sul, Botafogo Praia Shopping e Casa e Gourmet Shopping, Algumas das principais vias do bairro sao: Praia de Botafogo, Avenida Lauro Sodre, Avenida Pasteur, Avenida Venceslau Bras, Rua alvaro Ramos, Rua General Polidoro, Rua Mena Barreto, Rua Muniz Barreto, Rua da Passagem, Rua Real Grandeza, Rua Sao Clemente, Rua Visconde Silva e Rua Voluntarios da Patria, dentre outras, Acesse agora mais ofertas no site da DNA Imoveis, O valor do imovel podera ser alterado sem aviso previo,   Horarios flexiveis durante toda a semana e finais de semana,   DNA IMoVEIS - Especialistas em Negociacoes Imobiliarias no Rio de Janeiro -Cod:NBAP34310 -Rev,27Fev;22260150;-22,948893;-43,193324
2664249803;Botafogo;HOME;Travessa Dona Marciana;;800000,00;5333,33;Privilegio Imoveis Vende: Maravilhosa Casa de 2 andares semi construida, terreno de 150m2, plano, em vila fechada, Excelente localizacao, proximo ao Shopping Rio Sul, comercio e ao metro de Botafogo, Agende sua visita com um de nossos corretores! * Os valores poderao ser alterados sem previo aviso, Confira agora esta oportunidade! Agende ja sua visita:;22280120;-22,957169;-43,182483
2693439401;Centro;ALLOTMENT_LAND;Avenida Republica do Chile;0;35000,00;97,22;terreno 360 metros quitado ( 12 x 30 ) na cidade de Maua da Serra no Parana fica na na vila santa Maria na rua missionario Daniel Berg numero 152 a 1 km do centro da cidade a 200 metros de escola , posto saude, mercearias, ja com asfalto ,agua ,luz , e liberado para construir terreno com matricula escriturado e registrado em meu nome impostos em dia documentacao tudo ok 0BS : so vendo dispenso curiosos so entre em contato se realmente tiver interesse terreno maua da Serra fica proximo das seguintes cidades : Londrina, Apucarana, arapongas, ortigueira, California, faxinal, etc ,, de 50 mil reais por apenas 35 mil reais interessados ligar ou chamar Zap que mando fotos e videos terreno falar direto com proprietario    21 – Belford Roxo – RJ 21 – Cachoeiras De Macacu – RJ 21 – Duque De Caxias – RJ 21 – Guapimirim – RJ 21 – Itaborai – RJ 21 – Itaguai – RJ 21 – Japeri – RJ 21 – Mage – RJ 21 – Mangaratiba – RJ 21 – Marica – RJ 21 – Mesquita – RJ 21 – Nilopolis – RJ 21 – Niteroi – RJ 21 – Nova Iguacu – RJ 21 – Paracambi – RJ 21 – Queimados – RJ 21 – Rio Bonito – RJ 21 – Rio De Janeiro – RJ 21 – Sao Goncalo – RJ 21 – Sao Joao De Meriti – RJ 21 – Seropedica – RJ 21 – Tangua – RJ 21 – Teresopolis – RJ;20031912;-22,909209;-43,180438
2684401636;Alto da Boa Vista;ALLOTMENT_LAND;Rua Comendador Gervasio Seabra;19;800000,00;159,36;Alto da Boa Vista – 2 terrenos adjacentes com 5,000 m2 cada a Venda , Rio de Janeiro RJ  Dois terrenos localizados no Condominio Comendador Gervasio Seabra, no Alto da Boa Vista, com vista das montanhas Ambos terrenos em aclive com rica vegetacao Mata Atlantica  Terreno I 5,000 m2 Frente e fundos 50m Laterais 100 m IPTU 2023 R$ 22,441,- R$ 800,000,-  Terreno II 5,020 m2 Frente 50m Fundos 49 m Lateral esquerda 100 m Lateral direita 104 m IPTU 2023 R$ 22,441,- R$ 800,000;20531470;-22,978694;-43,281025
